"11419: Månedslønn, etter statistikkmål, yrke, næring (SN2007), kjønn, avtalt/vanlig arbeidstid per uke, statistikkvariabel og år"

"statistikkmål";"yrke";"næring (SN2007)";"kjønn";"avtalt/vanlig arbeidstid per uke";"Månedslønn (kr) 2015";"Månedslønn (kr) 2016";"Månedslønn (kr) 2017";"Månedslønn (kr) 2018";"Månedslønn (kr) 2019";"Månedslønn (kr) 2020";"Månedslønn (kr) 2021";"Månedslønn (kr) 2022"
"Gjennomsnitt";"Alle yrker";"99 Internasjonale organer";"Kvinner";"Heltidsansatte";.;33830;:;36020;36500;37450;38870;40840
"Gjennomsnitt";"Ledere";"03.2 Akvakultur";"Menn";"Heltidsansatte";67260;74590;79480;78960;80930;87930;93280;96980
"Gjennomsnitt";"Ledere";"03.2 Akvakultur";"Kvinner";"Heltidsansatte";:;:;:;:;74180;77670;81540;90370
"Gjennomsnitt";"Ledere";"05_07_08_09.9 Bergverksdrift";"Menn";"Heltidsansatte";65730;68040;69420;73710;75000;77270;79550;84650
"Gjennomsnitt";"Ledere";"05_07_08_09.9 Bergverksdrift";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Ledere";"06+09.1 Utvinning av råolje og naturgass inkl. tjenesteyting";"Menn";"Heltidsansatte";112960;110790;109580;118370;123560;120870;123160;136260
"Gjennomsnitt";"Ledere";"06+09.1 Utvinning av råolje og naturgass inkl. tjenesteyting";"Kvinner";"Heltidsansatte";100910;99930;100960;111990;116530;113990;116020;128800
"Gjennomsnitt";"Ledere";"10-12 Nærings-, drikkevare- og tobakksindustri";"Menn";"Heltidsansatte";69450;71640;72910;75580;77240;77360;81960;86990
"Gjennomsnitt";"Ledere";"10-12 Nærings-, drikkevare- og tobakksindustri";"Kvinner";"Heltidsansatte";56730;59780;61320;64230;66960;69290;72110;76270
"Gjennomsnitt";"Ledere";"13-15 Tekstil-, bekledning- og lærvareindustri";"Menn";"Heltidsansatte";57050;60130;63350;66610;69610;70690;83090;82100
"Gjennomsnitt";"Ledere";"13-15 Tekstil-, bekledning- og lærvareindustri";"Kvinner";"Heltidsansatte";45950;50100;49370;50050;51240;53030;56770;59260
"Gjennomsnitt";"Ledere";"16 Trelast- og trevareindustri";"Menn";"Heltidsansatte";56650;59250;62370;63340;66140;67860;73250;78510
"Gjennomsnitt";"Ledere";"16 Trelast- og trevareindustri";"Kvinner";"Heltidsansatte";:;:;:;:;:;63410;67930;74160
"Gjennomsnitt";"Ledere";"17 Papir- og papirvareindustri";"Menn";"Heltidsansatte";69510;72820;83070;84060;83080;87450;88210;95950
"Gjennomsnitt";"Ledere";"17 Papir- og papirvareindustri";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Ledere";"18 Trykking, grafisk industri";"Menn";"Heltidsansatte";53860;56070;56650;59300;60970;61100;64130;68060
"Gjennomsnitt";"Ledere";"18 Trykking, grafisk industri";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Ledere";"19-21 Oljeraffinering, kjemisk og farmasøytisk industri";"Menn";"Heltidsansatte";89660;91350;94180;96090;99660;101370;106160;113920
"Gjennomsnitt";"Ledere";"19-21 Oljeraffinering, kjemisk og farmasøytisk industri";"Kvinner";"Heltidsansatte";78580;80910;84190;85850;90120;89550;94910;102310
"Gjennomsnitt";"Ledere";"22-23 Gummi-, plast- og mineralsk industri";"Menn";"Heltidsansatte";67600;69090;70230;73020;74980;77220;80790;84100
"Gjennomsnitt";"Ledere";"22-23 Gummi-, plast- og mineralsk industri";"Kvinner";"Heltidsansatte";63340;61040;64920;67950;69070;71430;73250;77140
"Gjennomsnitt";"Ledere";"24 Metallindustri";"Menn";"Heltidsansatte";93470;91130;94260;98250;100720;91000;95960;101350
"Gjennomsnitt";"Ledere";"24 Metallindustri";"Kvinner";"Heltidsansatte";91000;89400;95640;99300;99490;94890;100500;105890
"Gjennomsnitt";"Ledere";"25 Metallvareindustri";"Menn";"Heltidsansatte";63940;65020;67540;70190;73820;74030;77630;85250
"Gjennomsnitt";"Ledere";"25 Metallvareindustri";"Kvinner";"Heltidsansatte";61340;62390;64450;65840;71320;72680;75050;79010
"Gjennomsnitt";"Ledere";"26-27 Data- og elektrisk utstyrsindustri";"Menn";"Heltidsansatte";81570;81920;82350;86700;89380;91760;97130;100760
"Gjennomsnitt";"Ledere";"26-27 Data- og elektrisk utstyrsindustri";"Kvinner";"Heltidsansatte";67000;69780;72290;78880;81580;84350;89690;93890
"Gjennomsnitt";"Ledere";"28 Maskinindustri";"Menn";"Heltidsansatte";77980;76820;80120;84180;87680;85840;87670;94470
"Gjennomsnitt";"Ledere";"28 Maskinindustri";"Kvinner";"Heltidsansatte";67940;67340;69870;77890;76320;76040;78170;86480
"Gjennomsnitt";"Ledere";"29-30 Annen verkstedindustri";"Menn";"Heltidsansatte";81470;81940;81440;86550;84360;85690;85840;92260
"Gjennomsnitt";"Ledere";"29-30 Annen verkstedindustri";"Kvinner";"Heltidsansatte";78650;78140;77360;80120;83210;87830;84790;87760
"Gjennomsnitt";"Ledere";"31-32 Møbelindustri og annen industri";"Menn";"Heltidsansatte";62110;65230;72050;71380;70750;72440;76370;84980
"Gjennomsnitt";"Ledere";"31-32 Møbelindustri og annen industri";"Kvinner";"Heltidsansatte";52030;57700;60590;60430;62780;64020;66680;72650
"Gjennomsnitt";"Ledere";"33 Maskinreparasjon og -installasjon";"Menn";"Heltidsansatte";66360;68420;68880;72490;75030;74750;77870;80120
"Gjennomsnitt";"Ledere";"33 Maskinreparasjon og -installasjon";"Kvinner";"Heltidsansatte";67910;69340;73130;73170;72410;70990;73720;80140
"Gjennomsnitt";"Ledere";"41 Oppføring av bygninger";"Menn";"Heltidsansatte";63650;67100;69250;71470;74180;74600;77800;83020
"Gjennomsnitt";"Ledere";"41 Oppføring av bygninger";"Kvinner";"Heltidsansatte";64270;68950;71730;73360;74740;79000;81570;87330
"Gjennomsnitt";"Ledere";"42 Anleggsvirksomhet";"Menn";"Heltidsansatte";67160;68350;70490;72830;76160;79770;83730;86750
"Gjennomsnitt";"Ledere";"42 Anleggsvirksomhet";"Kvinner";"Heltidsansatte";65600;69620;71190;73480;77250;78160;81490;85810
"Gjennomsnitt";"Ledere";"43 Spesialisert bygge- og anleggsvirksomhet";"Menn";"Heltidsansatte";56080;58650;60400;62620;64360;65950;68270;71820
"Gjennomsnitt";"Ledere";"43 Spesialisert bygge- og anleggsvirksomhet";"Kvinner";"Heltidsansatte";51160;53040;55330;57580;60590;62130;63950;67890
"Gjennomsnitt";"Ledere";"45 Handel med og reparasjon av motorvogner";"Menn";"Heltidsansatte";57470;60750;63060;64560;66000;67850;72490;76260
"Gjennomsnitt";"Ledere";"45 Handel med og reparasjon av motorvogner";"Kvinner";"Heltidsansatte";53900;57750;60570;65440;67420;67490;71540;75420
"Gjennomsnitt";"Ledere";"46 Agentur- og engroshandel, unntatt med motorvogner";"Menn";"Heltidsansatte";64650;67110;69170;70620;74000;77550;81360;84990
"Gjennomsnitt";"Ledere";"46 Agentur- og engroshandel, unntatt med motorvogner";"Kvinner";"Heltidsansatte";58570;60630;62860;64720;66190;69000;72960;75850
"Gjennomsnitt";"Ledere";"47 Detaljhandel, unntatt med motorvogner";"Menn";"Heltidsansatte";49430;51160;51780;53430;54960;57140;61720;62350
"Gjennomsnitt";"Ledere";"47 Detaljhandel, unntatt med motorvogner";"Kvinner";"Heltidsansatte";39570;41740;42730;43780;45220;46840;50010;51150
"Gjennomsnitt";"Ledere";"49.1_49.3 Landtransport med passasjerer";"Menn";"Heltidsansatte";62890;63530;65030;66720;68850;69900;72180;76750
"Gjennomsnitt";"Ledere";"49.1_49.3 Landtransport med passasjerer";"Kvinner";"Heltidsansatte";62870;66370;67450;69420;70690;73450;75320;78530
"Gjennomsnitt";"Ledere";"49.2_49.4 Landtransport med gods";"Menn";"Heltidsansatte";49750;52080;54780;55790;57780;59260;60370;64270
"Gjennomsnitt";"Ledere";"49.2_49.4 Landtransport med gods";"Kvinner";"Heltidsansatte";:;50430;53510;54990;:;:;:;62440
"Gjennomsnitt";"Ledere";"50.1 Sjøfart og kysttrafikk med passasjerer";"Menn";"Heltidsansatte";71690;72550;74220;79010;84900;83930;87540;87390
"Gjennomsnitt";"Ledere";"50.1 Sjøfart og kysttrafikk med passasjerer";"Kvinner";"Heltidsansatte";:;62750;65580;66730;70680;70530;73150;82170
"Gjennomsnitt";"Ledere";"50.2 Sjøfart og kysttrafikk med gods";"Menn";"Heltidsansatte";119830;119190;125400;133630;135030;130060;140550;164590
"Gjennomsnitt";"Ledere";"50.2 Sjøfart og kysttrafikk med gods";"Kvinner";"Heltidsansatte";81920;82070;85810;96440;97810;99040;101670;115640
"Gjennomsnitt";"Ledere";"51 Lufttransport";"Menn";"Heltidsansatte";123490;93280;92890;91250;99310;103260;119740;104460
"Gjennomsnitt";"Ledere";"51 Lufttransport";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Ledere";"52 Transporttjenester og lagring";"Menn";"Heltidsansatte";72300;75790;76930;78500;79830;81870;85210;92290
"Gjennomsnitt";"Ledere";"52 Transporttjenester og lagring";"Kvinner";"Heltidsansatte";62640;65800;66760;68950;72620;73270;77540;80030
"Gjennomsnitt";"Ledere";"53 Post og distribusjonsvirksomhet";"Menn";"Heltidsansatte";69070;69040;70310;72320;74970;79550;82690;83910
"Gjennomsnitt";"Ledere";"53 Post og distribusjonsvirksomhet";"Kvinner";"Heltidsansatte";72040;73550;73820;77940;81210;83610;86890;90490
"Gjennomsnitt";"Ledere";"55 Overnattingsvirksomhet";"Menn";"Heltidsansatte";46990;49430;49970;51690;52600;53900;54350;57550
"Gjennomsnitt";"Ledere";"55 Overnattingsvirksomhet";"Kvinner";"Heltidsansatte";43620;45290;46790;48270;50090;50830;51730;54560
"Gjennomsnitt";"Ledere";"56.1_56.3 Restaurantvirksomhet og drift av barer";"Menn";"Heltidsansatte";41570;43130;43790;44880;46840;46570;50300;51840
"Gjennomsnitt";"Ledere";"56.1_56.3 Restaurantvirksomhet og drift av barer";"Kvinner";"Heltidsansatte";37530;38940;39610;41010;42250;41740;44770;46630
"Gjennomsnitt";"Ledere";"56.2 Cateringvirksomhet og kantiner drevet som selvstendig virksomhet";"Menn";"Heltidsansatte";45200;47570;46860;49140;50500;49950;51790;53780
"Gjennomsnitt";"Ledere";"56.2 Cateringvirksomhet og kantiner drevet som selvstendig virksomhet";"Kvinner";"Heltidsansatte";41910;44240;44010;45780;47080;47040;49190;51820
"Gjennomsnitt";"Ledere";"58 Forlagsvirksomhet";"Menn";"Heltidsansatte";78860;82840;84280;87050;90910;92850;98060;101370
"Gjennomsnitt";"Ledere";"58 Forlagsvirksomhet";"Kvinner";"Heltidsansatte";66280;68740;72330;73730;78730;82160;86950;88730
"Gjennomsnitt";"Ledere";"59 Film- og TV-produksjon, musikkutgivelse";"Menn";"Heltidsansatte";55690;61030;60340;63430;64410;65720;68700;72180
"Gjennomsnitt";"Ledere";"59 Film- og TV-produksjon, musikkutgivelse";"Kvinner";"Heltidsansatte";53460;55000;55530;58100;60090;60410;60230;65670
"Gjennomsnitt";"Ledere";"60 Radio- og fjernsynskringkasting";"Menn";"Heltidsansatte";82950;86590;87000;88680;89400;91520;94950;99170
"Gjennomsnitt";"Ledere";"60 Radio- og fjernsynskringkasting";"Kvinner";"Heltidsansatte";69930;72000;75300;81440;83240;85500;85280;87150
"Gjennomsnitt";"Ledere";"61 Telekommunikasjon";"Menn";"Heltidsansatte";92510;93820;95040;105140;103030;98270;99270;105450
"Gjennomsnitt";"Ledere";"61 Telekommunikasjon";"Kvinner";"Heltidsansatte";82380;80730;84790;93720;96000;97460;95610;101060
"Gjennomsnitt";"Ledere";"62 IT-tjenester";"Menn";"Heltidsansatte";79320;81740;84230;85210;88160;90880;95110;100260
"Gjennomsnitt";"Ledere";"62 IT-tjenester";"Kvinner";"Heltidsansatte";73340;75760;74870;77270;79460;82690;87510;92700
"Gjennomsnitt";"Ledere";"63 Informasjonstjenester";"Menn";"Heltidsansatte";80990;82080;84230;84070;89220;94150;115790;104330
"Gjennomsnitt";"Ledere";"63 Informasjonstjenester";"Kvinner";"Heltidsansatte";69730;70380;73660;74320;75280;77370;87320;92440
"Gjennomsnitt";"Ledere";"64.1_65.1-65.3 Bank- og forsikringsvirksomhet";"Menn";"Heltidsansatte";99090;100900;104890;110800;114780;117800;119790;125900
"Gjennomsnitt";"Ledere";"64.1_65.1-65.3 Bank- og forsikringsvirksomhet";"Kvinner";"Heltidsansatte";76290;78390;81010;86270;91900;96940;100370;105650
"Gjennomsnitt";"Ledere";"64.2-64.9_66.1-66.3 Annen finansiell tjenesteyting";"Menn";"Heltidsansatte";103730;107490;109010;113880;112490;116100;122910;132620
"Gjennomsnitt";"Ledere";"64.2-64.9_66.1-66.3 Annen finansiell tjenesteyting";"Kvinner";"Heltidsansatte";80690;81850;84120;87380;91980;93750;97970;105460
"Gjennomsnitt";"Ledere";"68.2 Utleie av egen eller leid fast eiendom";"Menn";"Heltidsansatte";66370;71540;75240;77290;79600;82270;88080;91380
"Gjennomsnitt";"Ledere";"68.2 Utleie av egen eller leid fast eiendom";"Kvinner";"Heltidsansatte";53940;60640;61920;66130;69970;69640;76950;80010
"Gjennomsnitt";"Ledere";"68.31 Eiendomsmegling";"Menn";"Heltidsansatte";85980;92860;87290;88530;96850;98170;109840;112700
"Gjennomsnitt";"Ledere";"68.31 Eiendomsmegling";"Kvinner";"Heltidsansatte";74830;81490;80070;81000;:;:;98900;97900
"Gjennomsnitt";"Ledere";"69 Juridisk og regnskapsmessig tjenesteyting";"Menn";"Heltidsansatte";65970;71220;72680;77300;79390;80660;85840;90250
"Gjennomsnitt";"Ledere";"69 Juridisk og regnskapsmessig tjenesteyting";"Kvinner";"Heltidsansatte";59740;63620;66530;68890;71180;72870;75240;80320
"Gjennomsnitt";"Ledere";"70 Hovedkontortjenester, administrativ rådgivning";"Menn";"Heltidsansatte";75740;76820;76790;81720;81740;82260;87190;96180
"Gjennomsnitt";"Ledere";"70 Hovedkontortjenester, administrativ rådgivning";"Kvinner";"Heltidsansatte";66660;62750;63730;65370;68780;70570;74440;78660
"Gjennomsnitt";"Ledere";"71 Arkitekter og tekniske konsulenter";"Menn";"Heltidsansatte";78720;79870;84680;82810;86960;86660;97250;95060
"Gjennomsnitt";"Ledere";"71 Arkitekter og tekniske konsulenter";"Kvinner";"Heltidsansatte";72650;73890;74530;75640;79670;80380;98090;89610
"Gjennomsnitt";"Ledere";"72 Forskning og utviklingsarbeid";"Menn";"Heltidsansatte";84730;85450;88950;89880;92670;92610;99470;102690
"Gjennomsnitt";"Ledere";"72 Forskning og utviklingsarbeid";"Kvinner";"Heltidsansatte";73620;76510;78590;81720;84860;85970;88720;91640
"Gjennomsnitt";"Ledere";"73 Reklamevirksomhet og markedsundersøkelser";"Menn";"Heltidsansatte";63840;67760;71820;74290;77370;78060;79440;81530
"Gjennomsnitt";"Ledere";"73 Reklamevirksomhet og markedsundersøkelser";"Kvinner";"Heltidsansatte";55660;59540;63080;61320;63090;65000;71230;75490
"Gjennomsnitt";"Ledere";"77 Utleie- og leasingvirksomhet";"Menn";"Heltidsansatte";68640;71020;70880;73560;77400;79140;84390;86320
"Gjennomsnitt";"Ledere";"77 Utleie- og leasingvirksomhet";"Kvinner";"Heltidsansatte";60500;61290;64930;63330;67390;72400;80690;79560
"Gjennomsnitt";"Ledere";"78 Arbeidskrafttjenester";"Menn";"Heltidsansatte";69800;70250;72170;75500;78080;79030;82460;87860
"Gjennomsnitt";"Ledere";"78 Arbeidskrafttjenester";"Kvinner";"Heltidsansatte";58840;61090;65190;69490;74770;75560;79470;83360
"Gjennomsnitt";"Ledere";"79 Reisebyråer og reisearrangører";"Menn";"Heltidsansatte";57750;59670;61700;65540;64650;64870;66870;71050
"Gjennomsnitt";"Ledere";"79 Reisebyråer og reisearrangører";"Kvinner";"Heltidsansatte";51390;55320;55760;56790;56540;57850;57560;62380
"Gjennomsnitt";"Ledere";"80 Vakttjeneste og etterforsking";"Menn";"Heltidsansatte";66110;70760;72820;75060;74390;74110;77680;81620
"Gjennomsnitt";"Ledere";"80 Vakttjeneste og etterforsking";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Ledere";"81 Tjenester tilknyttet eiendomsdrift";"Menn";"Heltidsansatte";53040;55410;56100;57790;61410;62420;65390;67900
"Gjennomsnitt";"Ledere";"81 Tjenester tilknyttet eiendomsdrift";"Kvinner";"Heltidsansatte";49730;52790;54200;55530;56990;58150;60200;63140
"Gjennomsnitt";"Ledere";"81.2 Rengjøringsvirksomhet";"Menn";"Heltidsansatte";55180;56770;56880;59310;62330;64670;67480;69570
"Gjennomsnitt";"Ledere";"81.2 Rengjøringsvirksomhet";"Kvinner";"Heltidsansatte";47310;49670;50330;51860;52940;54540;56520;59270
"Gjennomsnitt";"Ledere";"82 Forretningsmessig tjenesteyting ellers";"Menn";"Heltidsansatte";77140;78270;80550;82320;85480;88940;92250;94990
"Gjennomsnitt";"Ledere";"82 Forretningsmessig tjenesteyting ellers";"Kvinner";"Heltidsansatte";64150;66570;69850;71470;72700;75220;77960;81850
"Gjennomsnitt";"Ledere";"84.11 Generell offentlig administrasjon";"Menn";"Heltidsansatte";64850;68020;69670;72500;75760;75760;79300;82070
"Gjennomsnitt";"Ledere";"84.11 Generell offentlig administrasjon";"Kvinner";"Heltidsansatte";59750;62790;65020;67330;70720;70680;73820;76720
"Gjennomsnitt";"Ledere";"84.12 Offentlig adm. tilknyttet helsestell, sosial virksomhet, undervisning, kirke, kultur og miljøvern";"Menn";"Heltidsansatte";67460;69670;70840;73120;76450;77030;79880;83150
"Gjennomsnitt";"Ledere";"84.12 Offentlig adm. tilknyttet helsestell, sosial virksomhet, undervisning, kirke, kultur og miljøvern";"Kvinner";"Heltidsansatte";61740;64330;65580;67650;70500;71130;73820;76710
"Gjennomsnitt";"Ledere";"84.13 Offentlig administrasjon tilknyttet næringsvirksomhet og arbeidsmarked";"Menn";"Heltidsansatte";60690;63550;66270;68400;71000;71170;74990;77680
"Gjennomsnitt";"Ledere";"84.13 Offentlig administrasjon tilknyttet næringsvirksomhet og arbeidsmarked";"Kvinner";"Heltidsansatte";61270;64060;66460;68560;70900;71280;74630;77110
"Gjennomsnitt";"Ledere";"84.21 Utenrikssaker";"Menn";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Ledere";"84.21 Utenrikssaker";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Ledere";"84.22 Forsvar";"Menn";"Heltidsansatte";60280;62430;64030;66420;69980;71020;74360;79360
"Gjennomsnitt";"Ledere";"84.22 Forsvar";"Kvinner";"Heltidsansatte";60620;62700;65040;66330;70830;73320;75100;79440
"Gjennomsnitt";"Ledere";"84.23 Retts- og fengselsvesen";"Menn";"Heltidsansatte";:;:;:;:;:;:;63010;66080
"Gjennomsnitt";"Ledere";"84.23 Retts- og fengselsvesen";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;67590;69630
"Gjennomsnitt";"Ledere";"84.24 Politi- og påtalemyndighet";"Menn";"Heltidsansatte";62960;67960;72470;73690;75630;77020;78530;81570
"Gjennomsnitt";"Ledere";"84.24 Politi- og påtalemyndighet";"Kvinner";"Heltidsansatte";55920;58980;63030;65820;68070;69240;71420;75300
"Gjennomsnitt";"Ledere";"84.25 Brannvern";"Menn";"Heltidsansatte";58440;61140;62930;65510;66800;67600;70760;73020
"Gjennomsnitt";"Ledere";"84.25 Brannvern";"Kvinner";"Heltidsansatte";:;:;:;:;:;:;:;:
"Gjennomsnitt";"Ledere";"84.30 Trygdeordninger underlagt offentlig forvaltning";"Menn";"Heltidsansatte";55380;56980;58760;60670;62380;63430;65890;67790
"Gjennomsnitt";"Ledere";"84.30 Trygdeordninger underlagt offentlig forvaltning";"Kvinner";"Heltidsansatte";52200;53810;55300;57260;59540;60560;62730;64900
"Gjennomsnitt";"Ledere";"85.1-85.2 Førskole- og grunnskoleundervisning";"Menn";"Heltidsansatte";53300;55430;57260;58720;60800;60730;63180;65910
"Gjennomsnitt";"Ledere";"85.1-85.2 Førskole- og grunnskoleundervisning";"Kvinner";"Heltidsansatte";51950;53980;55420;57070;58960;59200;61410;63980
"Gjennomsnitt";"Ledere";"85.3 Undervisning på videregående skoles nivå";"Menn";"Heltidsansatte";57140;59430;60850;62430;65650;65400;68020;71250
"Gjennomsnitt";"Ledere";"85.3 Undervisning på videregående skoles nivå";"Kvinner";"Heltidsansatte";54910;57460;58800;60930;63800;63420;66090;69610
"Gjennomsnitt";"Ledere";"85.4 Undervisning i høyere utdanning";"Menn";"Heltidsansatte";64340;66010;67780;69960;72620;73780;75960;78670
"Gjennomsnitt";"Ledere";"85.4 Undervisning i høyere utdanning";"Kvinner";"Heltidsansatte";58910;60500;62990;65310;67970;69770;71310;74680
"Gjennomsnitt";"Ledere";"85.5-85.6 Annen undervisning og tjenester tilknyttet undervisning";"Menn";"Heltidsansatte";53300;55540;57030;58660;61230;61310;63110;65840
"Gjennomsnitt";"Ledere";"85.5-85.6 Annen undervisning og tjenester tilknyttet undervisning";"Kvinner";"Heltidsansatte";49630;52080;53640;55270;57190;57970;60760;62500
"Gjennomsnitt";"Ledere";"86 Helsetjenester";"Menn";"Heltidsansatte";69580;72310;74080;76330;78110;78680;82250;85260
"Gjennomsnitt";"Ledere";"86 Helsetjenester";"Kvinner";"Heltidsansatte";54460;56780;58670;61220;62890;63440;66500;69230
"Gjennomsnitt";"Ledere";"86.1 Sykehustjenester";"Menn";"Heltidsansatte";72640;75190;77700;80220;81800;82420;86310;89550
"Gjennomsnitt";"Ledere";"86.1 Sykehustjenester";"Kvinner";"Heltidsansatte";56110;58600;60460;63480;65240;65970;69000;72320
"Gjennomsnitt";"Ledere";"87 Pleie og omsorg i institusjon";"Menn";"Heltidsansatte";48970;51060;53040;54340;56250;56690;58650;60610
"Gjennomsnitt";"Ledere";"87 Pleie og omsorg i institusjon";"Kvinner";"Heltidsansatte";47120;49120;50760;52330;54440;54720;57460;59760
"Gjennomsnitt";"Ledere";"88.1 Sosialtjenester uten botilbud for eldre og funksjonshemmede";"Menn";"Heltidsansatte";49680;51890;52860;54150;56000;56990;59310;62950
"Gjennomsnitt";"Ledere";"88.1 Sosialtjenester uten botilbud for eldre og funksjonshemmede";"Kvinner";"Heltidsansatte";46580;48840;50410;51940;53960;54390;56910;59080
"Gjennomsnitt";"Ledere";"88.911 Barnehager";"Menn";"Heltidsansatte";48170;50970;52170;54800;56820;56950;58780;60150
"Gjennomsnitt";"Ledere";"88.911 Barnehager";"Kvinner";"Heltidsansatte";46350;48490;49910;51860;53710;53810;56410;57950
"Gjennomsnitt";"Ledere";"88.99 Andre sosialtjenester uten botilbud ikke nevnt annet sted";"Menn";"Heltidsansatte";50570;53080;54870;56310;58470;59040;62170;64150
"Gjennomsnitt";"Ledere";"88.99 Andre sosialtjenester uten botilbud ikke nevnt annet sted";"Kvinner";"Heltidsansatte";48020;50250;51940;54170;56310;56970;59590;61470
"Gjennomsnitt";"Ledere";"88.993-88.994 Arbeidstreningsvirksomheter";"Menn";"Heltidsansatte";51620;53780;55700;58200;60090;60580;63430;65500
"Gjennomsnitt";"Ledere";"88.993-88.994 Arbeidstreningsvirksomheter";"Kvinner";"Heltidsansatte";48210;50510;51290;55360;57030;59630;61650;62270
"Gjennomsnitt";"Ledere";"90 Kunstnerisk virksomhet og underholdning";"Menn";"Heltidsansatte";49970;53590;55770;57360;59030;60570;63900;66820
"Gjennomsnitt";"Ledere";"90 Kunstnerisk virksomhet og underholdning";"Kvinner";"Heltidsansatte";49250;51300;52710;55210;56050;56230;59680;60880
"Gjennomsnitt";"Ledere";"91 Bibliotek, muséer o.a. kulturvirksomhet";"Menn";"Heltidsansatte";54200;56110;57000;59600;61500;61450;64060;66900
"Gjennomsnitt";"Ledere";"91 Bibliotek, muséer o.a. kulturvirksomhet";"Kvinner";"Heltidsansatte";47220;49110;50710;52710;54770;55630;58450;61360
